Price,Location,City,Area,No. of Bedrooms,No. of Bathrooms,No.of floor,ATM,School,24X7Security,CarParking,Hospital,Latitude,Longitude
6100000,Devanahalli,Bangalore,1043,2,2,0,1,0,1,0,0,13.2483502,77.7134377
7800000,Devanahalli,Bangalore,1080,1,1,0,1,1,1,1,1,13.2483502,77.7134377
7448000,Devanahalli,Bangalore,1080,2,2,0,1,1,1,1,1,13.2483502,77.7134377
3400000,Devanahalli,Bangalore,1080,2,2,0,1,1,1,1,1,13.2483502,77.7134377
5341000,Devanahalli,Bangalore,1186,2,2,0,0,0,1,0,0,13.2483502,77.7134377
4133000,Devanahalli,Bangalore,1205,2,2,0,1,1,1,1,1,13.2483502,77.7134377
7200000,Devanahalli,Bangalore,1207,2,2,0,1,0,1,0,0,13.2483502,77.7134377
7200000,Devanahalli,Bangalore,1207,2,2,0,1,0,1,0,0,13.2483502,77.7134377
4476000,Devanahalli,Bangalore,1320,2,2,0,1,1,1,1,1,13.2483502,77.7134377
7400000,Devanahalli,Bangalore,1323,3,3,1,1,0,1,0,0,13.2483502,77.7134377
6172000,Devanahalli,Bangalore,1384,3,3,1,0,0,1,0,0,13.2483502,77.7134377
6718000,Devanahalli,Bangalore,1533,3,3,1,0,0,1,0,0,13.2483502,77.7134377
2600000,Devanahalli,Bangalore,1550,2,2,0,1,1,1,1,1,13.2483502,77.7134377
6500000,Devanahalli,Bangalore,1630,3,3,1,1,1,1,1,1,13.2483502,77.7134377
3000000,Devanahalli,Bangalore,1815,3,3,1,1,1,1,1,1,13.2483502,77.7134377
5184000,Devanahalli,Bangalore,2545,4,4,1,1,1,1,1,1,13.2483502,77.7134377
4500000,Devanahalli,Bangalore,2685,3,3,1,1,1,1,1,1,13.2483502,77.7134377
6043000,Devanahalli,Bangalore,2850,3,3,1,1,1,1,1,1,13.2483502,77.7134377
8081111,Doddaballapur,Bangalore,1075,3,3,1,1,1,1,1,1,13.2929583,77.5431463
4255000,Doddaballapur,Bangalore,1075,3,3,1,1,1,1,1,1,13.2929583,77.5431463
6360000,Doddaballapur,Bangalore,1411,3,3,1,1,1,1,1,1,13.2929583,77.5431463
3261111,Doddaballapur,Bangalore,1411,3,3,1,1,1,1,1,1,13.2929583,77.5431463
3150000,Doddaballapur,Bangalore,1610,4,4,1,1,1,1,1,1,13.2929583,77.5431463
6437000,Doddanekundi,Bangalore,1210,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6112000,Doddanekundi,Bangalore,1225,2,2,0,0,0,0,0,0,12.9713194,77.6964768
5500000,Doddanekundi,Bangalore,1225,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6287000,Doddanekundi,Bangalore,1260,2,2,0,0,0,0,0,0,12.9713194,77.6964768
5657000,Doddanekundi,Bangalore,1260,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6487000,Doddanekundi,Bangalore,1300,2,2,0,0,0,0,0,0,12.9713194,77.6964768
5837000,Doddanekundi,Bangalore,1300,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6611000,Doddanekundi,Bangalore,1325,2,2,0,0,0,0,0,0,12.9713194,77.6964768
5141000,Doddanekundi,Bangalore,1325,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6736000,Doddanekundi,Bangalore,1350,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6061000,Doddanekundi,Bangalore,1350,2,2,0,0,0,0,0,0,12.9713194,77.6964768
6761000,Doddanekundi,Bangalore,1355,3,3,1,0,0,0,0,0,12.9713194,77.6964768
6083000,Doddanekundi,Bangalore,1355,3,3,1,0,0,0,0,0,12.9713194,77.6964768
8233000,Doddanekundi,Bangalore,1650,3,3,1,0,0,0,0,0,12.9713194,77.6964768
7408000,Doddanekundi,Bangalore,1650,3,3,1,0,0,0,0,0,12.9713194,77.6964768
8358000,Doddanekundi,Bangalore,1675,3,3,1,0,0,0,0,0,12.9713194,77.6964768
8358000,Doddanekundi,Bangalore,1675,3,3,1,0,0,0,0,0,12.9713194,77.6964768
8358000,Doddanekundi,Bangalore,1675,3,3,1,0,0,0,0,0,12.9713194,77.6964768
7520000,Doddanekundi,Bangalore,1675,3,3,1,0,0,0,0,0,12.9713194,77.6964768
8400000,Dwaraka Nagar,Bangalore,1400,3,3,1,1,1,1,1,1,17.2555114,80.1530532
5121000,Electronic City Phase 1,Bangalore,610,1,1,0,1,1,1,1,1,12.8496783,77.6649749
3506000,Electronic City Phase 1,Bangalore,660,1,1,0,1,0,1,1,0,12.8496783,77.6649749
3506000,Electronic City Phase 1,Bangalore,660,1,1,0,1,0,1,1,0,12.8496783,77.6649749
3506000,Electronic City Phase 1,Bangalore,660,1,1,0,1,0,1,1,0,12.8496783,77.6649749
3506000,Electronic City Phase 1,Bangalore,660,1,1,0,1,0,1,1,0,12.8496783,77.6649749
7000000,Electronic City Phase 1,Bangalore,715,1,1,0,1,1,1,1,1,12.8496783,77.6649749
3717111,Electronic City Phase 1,Bangalore,715,1,1,0,1,0,1,1,0,12.8496783,77.6649749
3717111,Electronic City Phase 1,Bangalore,715,1,1,0,1,0,1,1,0,12.8496783,77.6649749
3046000,Electronic City Phase 1,Bangalore,715,1,1,0,1,1,1,1,1,12.8496783,77.6649749
2862000,Electronic City Phase 1,Bangalore,715,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2781000,Electronic City Phase 1,Bangalore,715,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2653000,Electronic City Phase 1,Bangalore,737,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2578000,Electronic City Phase 1,Bangalore,737,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2578000,Electronic City Phase 1,Bangalore,743,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2614000,Electronic City Phase 1,Bangalore,747,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2613000,Electronic City Phase 1,Bangalore,747,2,2,0,0,0,0,0,0,12.8496783,77.6649749
3114000,Electronic City Phase 1,Bangalore,810,2,2,0,0,0,0,0,0,12.8496783,77.6649749
3124000,Electronic City Phase 1,Bangalore,813,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2880000,Electronic City Phase 1,Bangalore,823,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2871000,Electronic City Phase 1,Bangalore,823,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2871000,Electronic City Phase 1,Bangalore,823,2,2,0,0,0,0,0,0,12.8496783,77.6649749
2813000,Electronic City Phase 1,Bangalore,827,2,2,0,0,0,0,0,0,12.8496783,77.6649749
7418111,Electronic City Phase 1,Bangalore,875,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5580000,Electronic City Phase 1,Bangalore,1025,2,2,0,1,1,1,1,1,12.8496783,77.6649749
8081111,Electronic City Phase 1,Bangalore,1030,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6000000,Electronic City Phase 1,Bangalore,1030,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3861000,Electronic City Phase 1,Bangalore,1030,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3645000,Electronic City Phase 1,Bangalore,1042,2,2,0,0,0,0,0,0,12.8496783,77.6649749
6015000,Electronic City Phase 1,Bangalore,1060,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6015000,Electronic City Phase 1,Bangalore,1060,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5158000,Electronic City Phase 1,Bangalore,1065,2,2,0,1,0,1,1,0,12.8496783,77.6649749
5158000,Electronic City Phase 1,Bangalore,1065,2,2,0,1,0,1,1,0,12.8496783,77.6649749
4181000,Electronic City Phase 1,Bangalore,1065,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6600000,Electronic City Phase 1,Bangalore,1070,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6150000,Electronic City Phase 1,Bangalore,1070,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4840000,Electronic City Phase 1,Bangalore,1080,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4840000,Electronic City Phase 1,Bangalore,1080,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5011000,Electronic City Phase 1,Bangalore,1115,2,2,0,0,0,1,0,0,12.8496783,77.6649749
6250000,Electronic City Phase 1,Bangalore,1120,2,2,0,1,0,1,1,0,12.8496783,77.6649749
6250000,Electronic City Phase 1,Bangalore,1120,2,2,0,1,0,1,1,0,12.8496783,77.6649749
4184000,Electronic City Phase 1,Bangalore,1120,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3751000,Electronic City Phase 1,Bangalore,1128,2,2,0,1,1,1,1,1,12.8496783,77.6649749
8400000,Electronic City Phase 1,Bangalore,1131,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4635000,Electronic City Phase 1,Bangalore,1131,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3888000,Electronic City Phase 1,Bangalore,1131,2,2,0,1,1,1,1,1,12.8496783,77.6649749
7731111,Electronic City Phase 1,Bangalore,1135,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6400000,Electronic City Phase 1,Bangalore,1145,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4801000,Electronic City Phase 1,Bangalore,1145,2,2,0,0,0,1,0,0,12.8496783,77.6649749
7331000,Electronic City Phase 1,Bangalore,1150,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5418000,Electronic City Phase 1,Bangalore,1150,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5418000,Electronic City Phase 1,Bangalore,1150,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3851000,Electronic City Phase 1,Bangalore,1155,2,2,0,1,1,1,1,1,12.8496783,77.6649749
2811000,Electronic City Phase 1,Bangalore,1155,2,2,0,1,1,1,1,1,12.8496783,77.6649749
6015000,Electronic City Phase 1,Bangalore,1160,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5545000,Electronic City Phase 1,Bangalore,1170,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5545000,Electronic City Phase 1,Bangalore,1170,2,2,0,1,1,1,1,1,12.8496783,77.6649749
5040000,Electronic City Phase 1,Bangalore,1200,2,2,0,0,0,1,0,0,12.8496783,77.6649749
4211000,Electronic City Phase 1,Bangalore,1206,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4517000,Electronic City Phase 1,Bangalore,1211,2,2,0,0,0,0,0,0,12.8496783,77.6649749
4342000,Electronic City Phase 1,Bangalore,1241,2,2,0,0,0,0,0,0,12.8496783,77.6649749
4342000,Electronic City Phase 1,Bangalore,1241,2,2,0,0,0,0,0,0,12.8496783,77.6649749
4342000,Electronic City Phase 1,Bangalore,1241,3,3,1,0,0,0,0,0,12.8496783,77.6649749
3100000,Electronic City Phase 1,Bangalore,1248,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3045000,Electronic City Phase 1,Bangalore,1248,2,2,0,1,1,1,1,1,12.8496783,77.6649749
8634000,Electronic City Phase 1,Bangalore,1250,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4864000,Electronic City Phase 1,Bangalore,1250,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3100000,Electronic City Phase 1,Bangalore,1250,2,2,0,1,1,1,1,1,12.8496783,77.6649749
2848000,Electronic City Phase 1,Bangalore,1250,2,2,0,1,1,1,1,1,12.8496783,77.6649749
2745000,Electronic City Phase 1,Bangalore,1250,2,2,0,1,1,1,1,1,12.8496783,77.6649749
7100000,Electronic City Phase 1,Bangalore,1255,2,2,0,0,0,1,1,0,12.8496783,77.6649749
8000000,Electronic City Phase 1,Bangalore,1265,2,2,0,0,0,1,1,0,12.8496783,77.6649749
7717000,Electronic City Phase 1,Bangalore,1275,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4485000,Electronic City Phase 1,Bangalore,1282,3,3,1,0,0,0,0,0,12.8496783,77.6649749
5512000,Electronic City Phase 1,Bangalore,1300,2,2,0,1,1,1,1,1,12.8496783,77.6649749
3751000,Electronic City Phase 1,Bangalore,1300,2,2,0,1,1,1,1,1,12.8496783,77.6649749
4562000,Electronic City Phase 1,Bangalore,1304,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4562000,Electronic City Phase 1,Bangalore,1304,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4713000,Electronic City Phase 1,Bangalore,1347,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4713000,Electronic City Phase 1,Bangalore,1347,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4867000,Electronic City Phase 1,Bangalore,1352,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4735000,Electronic City Phase 1,Bangalore,1352,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4870000,Electronic City Phase 1,Bangalore,1353,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4734000,Electronic City Phase 1,Bangalore,1353,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4734000,Electronic City Phase 1,Bangalore,1353,3,3,1,0,0,0,0,0,12.8496783,77.6649749
4783000,Electronic City Phase 1,Bangalore,1367,2,2,0,0,0,0,0,0,12.8496783,77.6649749
5122000,Electronic City Phase 1,Bangalore,1410,3,3,1,0,0,1,0,0,12.8496783,77.6649749
6743000,Electronic City Phase 1,Bangalore,1420,3,3,1,1,1,1,1,1,12.8496783,77.6649749
7817000,Electronic City Phase 1,Bangalore,1430,3,3,1,1,0,1,1,0,12.8496783,77.6649749
7817000,Electronic City Phase 1,Bangalore,1430,3,3,1,1,0,1,1,0,12.8496783,77.6649749
4078000,Electronic City Phase 1,Bangalore,1430,3,3,1,1,1,1,1,1,12.8496783,77.6649749
5168000,Electronic City Phase 1,Bangalore,1450,3,3,1,1,1,1,1,1,12.8496783,77.6649749
8261000,Electronic City Phase 1,Bangalore,1500,3,3,1,1,0,1,1,0,12.8496783,77.6649749
8261000,Electronic City Phase 1,Bangalore,1500,3,3,1,1,0,1,1,0,12.8496783,77.6649749
4510000,Electronic City Phase 1,Bangalore,1500,3,3,1,1,1,1,1,1,12.8496783,77.6649749
6678000,Electronic City Phase 1,Bangalore,1510,3,3,1,0,0,1,0,0,12.8496783,77.6649749
5883000,Electronic City Phase 1,Bangalore,1555,3,3,1,1,1,1,1,1,12.8496783,77.6649749
2745000,Electronic City Phase 1,Bangalore,1555,3,3,1,1,1,1,1,1,12.8496783,77.6649749
6573000,Electronic City Phase 1,Bangalore,1565,3,3,1,0,0,1,0,0,12.8496783,77.6649749
6514000,Electronic City Phase 1,Bangalore,1570,3,3,1,0,0,1,0,0,12.8496783,77.6649749
6587000,Electronic City Phase 1,Bangalore,1575,3,3,1,1,1,1,1,1,12.8496783,77.6649749
6636000,Electronic City Phase 1,Bangalore,1580,3,3,1,0,0,1,0,0,12.8496783,77.6649749
8200000,Electronic City Phase 1,Bangalore,1600,3,3,1,1,1,1,1,1,12.8496783,77.6649749
6720000,Electronic City Phase 1,Bangalore,1600,3,3,1,0,0,1,0,0,12.8496783,77.6649749
6762000,Electronic City Phase 1,Bangalore,1610,3,3,1,0,0,1,0,0,12.8496783,77.6649749
7840000,Electronic City Phase 1,Bangalore,1655,3,3,1,1,1,1,1,1,12.8496783,77.6649749
8031000,Electronic City Phase 1,Bangalore,1720,3,3,1,1,1,1,1,1,12.8496783,77.6649749
4645000,Electronic City Phase 1,Bangalore,1720,3,3,1,1,1,1,1,1,12.8496783,77.6649749
3861000,Electronic City Phase 1,Bangalore,1720,3,3,1,1,1,1,1,1,12.8496783,77.6649749
8670000,Electronic City Phase 2,Bangalore,630,1,1,0,1,1,1,1,1,12.8371576,77.6725236
3213000,Electronic City Phase 2,Bangalore,630,1,1,0,1,1,1,1,1,12.8371576,77.6725236
2701000,Electronic City Phase 2,Bangalore,630,1,1,0,1,1,1,1,1,12.8371576,77.6725236
2620000,Electronic City Phase 2,Bangalore,718,2,2,0,0,0,1,1,0,12.8371576,77.6725236
2620000,Electronic City Phase 2,Bangalore,718,2,2,0,0,0,1,1,0,12.8371576,77.6725236
2876000,Electronic City Phase 2,Bangalore,788,2,2,0,0,0,1,1,0,12.8371576,77.6725236
2876000,Electronic City Phase 2,Bangalore,788,2,2,0,0,0,1,1,0,12.8371576,77.6725236
6200000,Electronic City Phase 2,Bangalore,1000,1,1,0,1,1,1,1,1,12.8371576,77.6725236
3668000,Electronic City Phase 2,Bangalore,1005,2,2,0,0,0,1,1,0,12.8371576,77.6725236
3668000,Electronic City Phase 2,Bangalore,1005,2,2,0,0,0,1,1,0,12.8371576,77.6725236
3186000,Electronic City Phase 2,Bangalore,1035,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6021000,Electronic City Phase 2,Bangalore,1045,2,2,0,1,1,1,1,1,12.8371576,77.6725236
5868000,Electronic City Phase 2,Bangalore,1045,2,2,0,0,0,1,1,0,12.8371576,77.6725236
5868000,Electronic City Phase 2,Bangalore,1045,2,2,0,0,0,1,1,0,12.8371576,77.6725236
5868000,Electronic City Phase 2,Bangalore,1045,2,2,0,0,0,1,1,0,12.8371576,77.6725236
7648111,Electronic City Phase 2,Bangalore,1060,2,2,0,1,1,1,1,1,12.8371576,77.6725236
3180000,Electronic City Phase 2,Bangalore,1060,2,2,0,0,0,1,1,0,12.8371576,77.6725236
3817111,Electronic City Phase 2,Bangalore,1068,2,2,0,0,0,1,1,0,12.8371576,77.6725236
3115000,Electronic City Phase 2,Bangalore,1070,2,2,0,0,0,1,0,0,12.8371576,77.6725236
7400000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6884111,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6200000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6200000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6021000,Electronic City Phase 2,Bangalore,1075,2,2,0,0,0,1,1,0,12.8371576,77.6725236
6021000,Electronic City Phase 2,Bangalore,1075,2,2,0,0,0,1,1,0,12.8371576,77.6725236
6021000,Electronic City Phase 2,Bangalore,1075,2,2,0,0,0,1,1,0,12.8371576,77.6725236
4011111,Electronic City Phase 2,Bangalore,1075,2,2,0,0,0,1,0,0,12.8371576,77.6725236
4000000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
2848000,Electronic City Phase 2,Bangalore,1075,2,2,0,1,1,1,1,1,12.8371576,77.6725236
4000000,Electronic City Phase 2,Bangalore,1100,2,2,0,0,0,1,0,0,12.8371576,77.6725236
6400000,Electronic City Phase 2,Bangalore,1110,2,2,0,0,0,1,1,0,12.8371576,77.6725236
4600000,Electronic City Phase 2,Bangalore,1110,2,2,0,1,1,1,1,1,12.8371576,77.6725236
4222000,Electronic City Phase 2,Bangalore,1135,2,2,0,0,0,1,0,0,12.8371576,77.6725236
8670000,Electronic City Phase 2,Bangalore,1140,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8670000,Electronic City Phase 2,Bangalore,1140,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6145000,Electronic City Phase 2,Bangalore,1140,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6145000,Electronic City Phase 2,Bangalore,1140,3,3,1,1,1,1,1,1,12.8371576,77.6725236
4363000,Electronic City Phase 2,Bangalore,1140,2,2,0,1,1,1,1,1,12.8371576,77.6725236
3420000,Electronic City Phase 2,Bangalore,1140,2,2,0,0,0,1,1,0,12.8371576,77.6725236
4212000,Electronic City Phase 2,Bangalore,1155,2,2,0,0,0,1,0,0,12.8371576,77.6725236
7675000,Electronic City Phase 2,Bangalore,1160,2,2,0,1,1,1,1,1,12.8371576,77.6725236
5116000,Electronic City Phase 2,Bangalore,1160,2,2,0,1,1,1,1,1,12.8371576,77.6725236
4772000,Electronic City Phase 2,Bangalore,1160,2,2,0,1,1,1,1,1,12.8371576,77.6725236
4188000,Electronic City Phase 2,Bangalore,1160,2,2,0,1,1,1,1,1,12.8371576,77.6725236
3471111,Electronic City Phase 2,Bangalore,1160,2,2,0,0,0,1,1,0,12.8371576,77.6725236
4362000,Electronic City Phase 2,Bangalore,1175,2,2,0,0,0,1,0,0,12.8371576,77.6725236
8415000,Electronic City Phase 2,Bangalore,1180,2,2,0,1,1,1,1,1,12.8371576,77.6725236
3213000,Electronic City Phase 2,Bangalore,1180,2,2,0,1,1,1,1,1,12.8371576,77.6725236
8415000,Electronic City Phase 2,Bangalore,1205,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6145000,Electronic City Phase 2,Bangalore,1205,2,2,0,1,1,1,1,1,12.8371576,77.6725236
6145000,Electronic City Phase 2,Bangalore,1205,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7581000,Electronic City Phase 2,Bangalore,1210,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7151111,Electronic City Phase 2,Bangalore,1210,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1210,2,2,0,0,0,1,1,0,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1210,2,2,0,0,0,1,1,0,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1210,2,2,0,0,0,1,1,0,12.8371576,77.6725236
6331000,Electronic City Phase 2,Bangalore,1210,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6100000,Electronic City Phase 2,Bangalore,1210,3,3,1,1,1,1,1,1,12.8371576,77.6725236
4485000,Electronic City Phase 2,Bangalore,1210,2,2,0,0,0,1,0,0,12.8371576,77.6725236
4100000,Electronic City Phase 2,Bangalore,1210,3,3,1,1,1,1,1,1,12.8371576,77.6725236
4520000,Electronic City Phase 2,Bangalore,1220,2,2,0,0,0,1,0,0,12.8371576,77.6725236
7487000,Electronic City Phase 2,Bangalore,1230,2,2,0,1,1,1,1,1,12.8371576,77.6725236
4565000,Electronic City Phase 2,Bangalore,1233,2,2,0,0,0,1,0,0,12.8371576,77.6725236
4730000,Electronic City Phase 2,Bangalore,1280,3,3,1,0,0,1,0,0,12.8371576,77.6725236
5731000,Electronic City Phase 2,Bangalore,1300,2,2,0,1,0,1,1,0,12.8371576,77.6725236
4800000,Electronic City Phase 2,Bangalore,1300,3,3,1,0,0,1,0,0,12.8371576,77.6725236
4800000,Electronic City Phase 2,Bangalore,1310,3,3,1,0,0,1,1,0,12.8371576,77.6725236
4781000,Electronic City Phase 2,Bangalore,1310,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8550000,Electronic City Phase 2,Bangalore,1315,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7301111,Electronic City Phase 2,Bangalore,1315,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6061000,Electronic City Phase 2,Bangalore,1315,2,2,0,1,1,1,1,1,12.8371576,77.6725236
5118000,Electronic City Phase 2,Bangalore,1315,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5116000,Electronic City Phase 2,Bangalore,1315,3,3,1,1,1,1,1,1,12.8371576,77.6725236
3160000,Electronic City Phase 2,Bangalore,1320,3,3,1,0,0,1,1,0,12.8371576,77.6725236
4105000,Electronic City Phase 2,Bangalore,1330,3,3,1,0,0,1,0,0,12.8371576,77.6725236
4861000,Electronic City Phase 2,Bangalore,1332,3,3,1,0,0,1,1,0,12.8371576,77.6725236
4175000,Electronic City Phase 2,Bangalore,1350,3,3,1,0,0,1,0,0,12.8371576,77.6725236
5045000,Electronic City Phase 2,Bangalore,1370,3,3,1,0,0,1,0,0,12.8371576,77.6725236
8137000,Electronic City Phase 2,Bangalore,1380,2,2,0,1,1,1,1,1,12.8371576,77.6725236
7581000,Electronic City Phase 2,Bangalore,1380,2,2,0,0,0,1,1,0,12.8371576,77.6725236
7581000,Electronic City Phase 2,Bangalore,1380,2,2,0,0,0,1,1,0,12.8371576,77.6725236
7581000,Electronic City Phase 2,Bangalore,1380,2,2,0,0,0,1,1,0,12.8371576,77.6725236
6151000,Electronic City Phase 2,Bangalore,1404,2,2,0,1,0,1,1,0,12.8371576,77.6725236
7100000,Electronic City Phase 2,Bangalore,1411,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8568000,Electronic City Phase 2,Bangalore,1415,3,3,1,1,1,1,1,1,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1415,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6331000,Electronic City Phase 2,Bangalore,1447,3,3,1,1,0,1,1,0,12.8371576,77.6725236
8137000,Electronic City Phase 2,Bangalore,1465,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8137000,Electronic City Phase 2,Bangalore,1465,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8137000,Electronic City Phase 2,Bangalore,1465,3,3,1,0,0,1,1,0,12.8371576,77.6725236
7500000,Electronic City Phase 2,Bangalore,1465,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5760000,Electronic City Phase 2,Bangalore,1465,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5652000,Electronic City Phase 2,Bangalore,1465,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8031000,Electronic City Phase 2,Bangalore,1470,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8031000,Electronic City Phase 2,Bangalore,1470,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8031000,Electronic City Phase 2,Bangalore,1470,3,3,1,0,0,1,1,0,12.8371576,77.6725236
5868000,Electronic City Phase 2,Bangalore,1470,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5000000,Electronic City Phase 2,Bangalore,1470,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5500000,Electronic City Phase 2,Bangalore,1500,3,3,1,0,0,1,0,0,12.8371576,77.6725236
8370111,Electronic City Phase 2,Bangalore,1505,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8218000,Electronic City Phase 2,Bangalore,1505,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8218000,Electronic City Phase 2,Bangalore,1505,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8218000,Electronic City Phase 2,Bangalore,1505,3,3,1,0,0,1,1,0,12.8371576,77.6725236
7175000,Electronic City Phase 2,Bangalore,1505,3,3,1,1,1,1,1,1,12.8371576,77.6725236
5222000,Electronic City Phase 2,Bangalore,1505,3,3,1,1,1,1,1,1,12.8371576,77.6725236
7114000,Electronic City Phase 2,Bangalore,1510,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6018000,Electronic City Phase 2,Bangalore,1510,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8568000,Electronic City Phase 2,Bangalore,1515,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8568000,Electronic City Phase 2,Bangalore,1515,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8134000,Electronic City Phase 2,Bangalore,1515,3,3,1,1,1,1,1,1,12.8371576,77.6725236
8134000,Electronic City Phase 2,Bangalore,1515,3,3,1,1,1,1,1,1,12.8371576,77.6725236
7080000,Electronic City Phase 2,Bangalore,1521,3,3,1,1,1,1,1,1,12.8371576,77.6725236
6641000,Electronic City Phase 2,Bangalore,1525,3,3,1,1,0,1,1,0,12.8371576,77.6725236
6667000,Electronic City Phase 2,Bangalore,1531,3,3,1,1,0,1,1,0,12.8371576,77.6725236
8700000,Electronic City Phase 2,Bangalore,1535,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8370111,Electronic City Phase 2,Bangalore,1535,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8370111,Electronic City Phase 2,Bangalore,1535,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8370111,Electronic City Phase 2,Bangalore,1535,3,3,1,0,0,1,1,0,12.8371576,77.6725236
8031000,Electronic City Phase 2,Bangalore,1535,3,3,1,1,1,1,1,1,12.8371576,77.6725236
